,original,clase,clase_text
2232,    alfonso cabello  ganado   medalla  oro  españa   tokyo2020  batiendo  récord mundial     1 01 557   contrarreloj  1 000m c4 5      enhorabuena   3   paralympics   ,9,salut
2238, pp viene   congreso      preocupados   factura   luz       privatizaron  sector eléctrico diciendo  bajarían  precios     puertas giratorias    propones limitar  precio   luz   demagogos   falla    ,0,presidencia
2245,    eléctricas  cobrándote  energía  barata  precio    cara     limitar  precio   energía nuclear  hidroeléctrica  abaratar  factura   luz  forma inmediata   ,2,empresa i treball
2250, mar menor   contaminado  maltratado  décadas  consecuencia   peor alianza   gobiernos  pp   región  murcia   agronegocio   especulación urbanística   entrevista     coordinador        ,8,accio climatica alimentacio i agenda rural
2253,     pescadería  cobrasen  boquerones  precio  percebes       eléctricas    tipos  energía   cobran  barata  precio    cara   acabamos   trampa  abaratar  factura   luz  forma inmediata   ,2,empresa i treball
2260, absoluta condena  asesinato   mujer   provincia  navarra     pesadilla cese  debemos erradicar  violencia machista    ámbitos  ayudando     sufriendo  denunciando    ejerce     cariño   familia  amistades  ,4,igualtat i feminismes
2264, damos  paso fundamental  garantizar  pensiones dignas   mayores  dando carpetazo   política  recortes  pp       pensiones  revalorizarán   ipc  manteniendo  mínimo   adquisitivo      ,0,presidencia
2268,  unidas  propone   factura   luz   sentido común     colores políticos   debates  puerta cerrada  consejos  ministros    gente necesita    precio   luz baje    ,3,economia i hisenda
2270,reducir   mitad  actual huella ambiental    beneficioso   planeta    generaría  creación  39 millones  empleos anuales       medio ambiente            ,8,accio climatica alimentacio i agenda rural
2274,     fijar  precio   nuclear  establecer  precio máximo   hidroeléctricas forma    estrategia  ponerle coto   beneficios caídos  cielo   eléctricas     permitir   ciudadanía   pagar  luz   ,2,empresa i treball
2279,   ponemos    timo   factura   luz bajará  forma inmediata   ,2,empresa i treball
2280, mañana     gola  marchamalo   manga    minutos  recogido decenas  peces muertos    lópez miras   trilero apuntando  drenaje   golas  distraer   abordar  origen  problema   vertidos  agronegocio    sosmarmenor  ,8,accio climatica alimentacio i agenda rural
2281,ojalá    leyese       web   comunidad autónoma   región  murcia       ,0,presidencia
2283,  familias afrontan  subida desorbitada   luz   eléctricas  llenan  bolsillos   beneficios caídos  cielo        timo  bajar  factura   luz  forma inmediata    ,2,empresa i treball
2284,lunes 23  agosto    gobierno  ayuso mantiene     año    4000 personas    1 800 niños  niñas   suministro eléctrico    incumplen  pacto regional  vulneran derechos humanos     indecente    ,2,empresa i treball
2286,unidas  propone limitar  precio   energía nuclear  hidroeléctrica  bajar inmediatamente  factura   luz         ,0,presidencia
2288, orillas   gola   marchamalo  convertida   cementerio  peces muertos  exigido  reactivación inmediata        diputados   asamblea   seguir  vacaciones   mar menor  muere    sosmarmenor   ,8,accio climatica alimentacio i agenda rural
2294,unidas  propone limitar  precio   energía nuclear  hidroeléctrica  bajar inmediatamente  factura   luz    reducir  demora  inaceptable precio   factura   luz  cuestión  voluntad política      ,0,presidencia
2295,  proponemos limitar  precio   energía nuclear  hidroeléctrica  bajar  forma inmediata  factura   luz     acabar   beneficios caídos  cielo supondría miles  millones  euros  ahorro   familias ,2,empresa i treball
2297,    proponemos  bajar  factura   luz  forma inmediata  acabar   timo   eléctricas   ,2,empresa i treball
2300, días   muerte  seres vivos   mar menor   domingo  continuado  llegada  peces muertos   playas   vídeo       testimonio   dramática situación  atraviesa   sosmarmenor  marmenorparqueregional  ,8,accio climatica alimentacio i agenda rural
2301,    ecocidio  mar menor salta  informativos internacionales       podéis    diputado   entrevistado    episodio  mortandad  peces      sosmarmenor  marmenorparqueregional    ,8,accio climatica alimentacio i agenda rural
2309, ayuntamiento  cartagena     prisa  borrar  mensaje  socorro  sosmarmenor     vea   retransmisión   vuelta ciclista  vueltartve21a    dejar morir  mar menor  manos  incompetentes   hagamos  marmenorparqueregional    ,8,accio climatica alimentacio i agenda rural
2313,   clamor popular  sosmarmenor      verá   país   lavuelta21 llegue   manga    necesitamos actuaciones urgentes   creación   marmenorparqueregional  salvar   laguna  nitratos  pelotazos urbanísticos        ,8,accio climatica alimentacio i agenda rural
2315, crear   marmenorparqueregional  depende   voluntad   partidos          conflicto  competencias  administraciones  proteger  mar menor   pararíamos  inmediato  vertidos  nitratos   sisepuede    ,8,accio climatica alimentacio i agenda rural
2317, quieres     parque regional  mar menor      enseñamos    marmenorparqueregional  ,8,accio climatica alimentacio i agenda rural
2319,   viendo  días   mar menor   ecocidio     colapso   ecosistema único   vertidos   agroindustria   presión urbanística      desastre    actuamos    llevaremos  congreso  creación   marmenorparqueregional,8,accio climatica alimentacio i agenda rural
2320, destrucción ecosistémica  mar menor  culpables   pelotazos urbanísticos   agronegocio contaminante   gobiernos  pp   compran          salvar  mar menor     vida   vecin    marmenorparqueregional  ,8,accio climatica alimentacio i agenda rural
2323, mar menor   vuelto inhabitable   incompetencia   dejadez  gobierno regional  pp  basta   pelotazos urbanísticos    actuar   salvarlo      proponemos  marmenorparqueregional       info   propuesta       ,8,accio climatica alimentacio i agenda rural
2324,   crear  parque regional  mar menor  abrimos hilo    1 6  2 meses llevamos     ley   creación  parque regional  mar menor    declarara   marmenorparqueregional podríamos iniciar  rumbo   recuperación  inmediato   ,8,accio climatica alimentacio i agenda rural
2325,salvar  mar menor       manos      proponemos  marmenorparqueregional  proteger  laguna salada  crear  espacio libre  nitratos   pelotazos inmobilarios   elegimos futuro  elegimos vida   comarca   ,8,accio climatica alimentacio i agenda rural
2330, semana  vuelto   miles  peces muertos   falta  oxígeno   laguna  mar menor    actuar       destrucción   biosfera   salvar  mar menor  proponemos  marmenorparqueregional   ,8,accio climatica alimentacio i agenda rural
2337,     importantes  empresas públicas  superar imprevistos   covid  filomena    cuento   vídeo     ,9,salut
2338, siguen llegando imágenes  ecocidio    produciendo   mar menor       grabadas   manga    cuánto    sociedad   imágenes      cuánto  piensa seguir escondido  presidente lópez miras     sosmarmenor  ,8,accio climatica alimentacio i agenda rural
2343,  mar menor       fondo   toneladas  nitratos  mentiras  pasen  sumérjanse  vean    ,8,accio climatica alimentacio i agenda rural
2345,   acabar   regadíos ilegales  contaminan  laguna  niegan  problema  miran       culpan   ola  calor    gobierno central    gobierno  murcia   negligencia   matando  mar menor     somarmenor   ,8,accio climatica alimentacio i agenda rural
2346,         exigir    pongan  marcha  recursos necesarios          país acogiendo    tome  posición  europea  favor   paz   favor  diálogo    derechos  afganistán   ,2,empresa i treball
2350,  firmamos  acuerdo       desarrollo  actuaciones    violenciamachista     76 000 farmacéuticos  farmacéuticas   red  22 137 farmacias ponen  disposición   lucha   violencia machista  profesionalidad  cercanía  confianza   ,4,igualtat i feminismes
2357,   pedimos  comparecencia urgente  lópez miras   antonio luengo   mar menor  1    desaparecido   lópez miras  desaparecido   mar menor agoniza   mínimo       cara   gente        ,8,accio climatica alimentacio i agenda rural
2360,  posibilidad   baje  precio   luz  construyendo  empresa pública  energía  combata  control  precios  oligopolio eléctrico     ,3,economia i hisenda
2378, conflicto  competencias  abrimos hilo   1 7   mar menor  viendo   distintas administraciones  echan  culpa escudándose   conflicto  competencias   mar menor   unidas    solución  crear   parqueregional  mar menor    ,8,accio climatica alimentacio i agenda rural
2379, energías renovables  necesarias    instalarlas      respetando  territorio  respetando  biodiversidad         vitoria  ,0,presidencia
2381, dejadme  alas   sitio    respondo  volaré      fascistas asesinaron  lorca  85 años  rojo  maricón   debemos memoria  justicia  reparación   alas siguen      frente  fascismo  construir democracia ,13,justicia
2382, días  salido   luz  iberdrola vacía embalses extremeños  provocando desabastecimiento  agua   pueblos   beneficiarse     subasta   electricidad   inadmisible  denunciamos  abuso   comisión europea     ,8,accio climatica alimentacio i agenda rural
2383,traballamos  acabar co abuso das eléctricas       luz é   necesario   ter prezos razoables   iso tamén propoñemos crear unha empresa pública  enerxía  abarate  factura        ,3,economia i hisenda
2385,miles  peces muertos cubren  mar menor   inacción  pp   vergüenza    ,8,accio climatica alimentacio i agenda rural
2386, día    85 años  fascistas fusilaron   desaparecer     poetas  colosales     asesinaron  pensar    vivir libremente    pensar  sentir           tantos  permanecen  cunetas  debemos   ,12,cultura
2388, viene  éxodo masivo  refugiados    vergüenza  europa cierra  fronteras   debemos pedir   respeten  ddhh   especial   mujeres    coherente  abrir  puertas   huyan  persecuciones   acogida  costará    gastado  ,15,immigracio
2397, mar menor agoniza   gobierno regional  rebeldía  plagado  tránsfugas defiende    multinacionales agroindustriales    sacrifican  supervivencia    comarca     laguna salada  europa  favorecer   envenenan  patrimonio común   ,8,accio climatica alimentacio i agenda rural
2398,debemos garantizar  protección   población refugiada  afganistán     mujeres  niñas afganas  ofreciéndoles asilo  protección   vidas   prioridad   ,15,immigracio
