,text,Prediction
0, autoridades  instituciones   españa    pp  suman  fuerzas  luchar   crisis        sr casado  dedica  enviar argumentarios pidiendo   autoridades   centren  atacar  gobierno   humanidad  responsabilidad        ,presidencia
0, lorca    futuro   construir   confrontación      rebeló   imponen  forma  amar      basta  crímenes  odio   colectivo  lgtbi      basta  palabras  alientan  odio    consecuencias        ,empresa i treball
0,  aniversario  asesinato  lorca   olvidamos  muerte  celebramos  vida       palabras                            enseñó   compromiso social   reñido   libertad personal     inicio        ,interior
0, errores      frase     importa    palabras      palabras interpretamos  cambiamos  mundo  pensamos  amamos    odiamos  rechazamos     palabras  unen  abrazan   palabras  dividen  separan         ,autopromocio
0,federico murió     muerte  olvido     justo    consiguieron  criminales  federico      olvidado      orgullo  socialistas        juanespadas  ,autopromocio
0, sueño  escribió lorca     abandonar    españa   libre  solidaria   colores                    partido         félix bolaños  ,presidencia
0,   gobierno   traer   españoles  colaboradores afganos  permanecían  afganistán     oposición  pedimos sentido        problema        comunidad internacional   partidismo  ayuda  salva vidas     félix bolaños  ,accio exterior i govern obert
0, vacuna   fondos        9 000 m     encaminamos   recuperación económica  social   esfuerzo     españa   país   mira  esperanza  optimismo  futuro     frente  agoreros  quieren  salga       félix bolaños  ,presidencia
0,impulsamos  ley    quiénes   quiénes        humanitarios   familias  sufrieron   carnes  represalia franquista      reparar moralmente   víctimas  fomentar valores democráticos     pormemoriademocrática       félix bolaños  ,justicia
0,  modelo  sociedad   legó  compañero pedro zerolo    modelo  libre   defendemos  democracia   país     esperanza     esperanza   futuro    españa      félix bolaños  ,presidencia
0, asesinaron    españa  colores   fascismo  quería   llevaremos  lucha   luz  2021        vanguardia    testigo  recoge  psoe  defendiendo  libertad   diversidad   pluralidad   tolerancia     félix bolaños  ,presidencia
0,federico garcía lorca   persona comprometida   diversidad   alzaba  voz   injusticias      fascismo   odio  permitió vivir      palabra       actual      personas   fomentan  odio     félix bolaños  ,interior
0,    derecha     tiempos    esperanza muerta      perdemos derechos  igualdad  ilusión  empujar  proyecto común             psoe   esperanza viva  transformador   impulsa   gente   vida        romera  ,presidencia
0,reivindicamos  federico  señal         botón  muestra   genialidad   generación  artistas  científicos  librepensadoras    fascismo  apresuró  eliminar   hombres  mujeres   llamados  liderar  sociedad       romera  ,igualtat i feminismes
0,85 años  bastan  olvidar   poeta  universal  federico garcía lorca     víctimas  franquismo    mataron   permitiremos  digan  vive     vivido cuanta inspiración  coraje  podido infundir         romera  ,justicia
0,   directo   granada                                              félix bolaños     juanespadas      romera   laespañaquehacemos   ,autopromocio
0,  días     pierdas                                      granada          félix bolaños     juanespadas     romera      11 30h   podrás seguirlo       laespañaquehacemos   ,accio climatica alimentacio i agenda rural
0,españa    cabeza   recuperación económica      año 2022         20   crecimiento económico  2021     laespañaquehacemos     ,presidencia
0,mañana miércoles   pierdas  acto                                        encuentro  honor     mayores poetas  dramaturgos  prosistas   historia  españa   síguelo     11 30   redes sociales   ,presidencia
0,luchamos  combatir  incremento   pobreza        políticas basadas   cambio  paradigma  modelo  convivencia  basado   sociedad                      capaz  generar oportunidades       españasinodio  ,igualtat i feminismes
0, carta  derechos digitales garantiza  derecho   ciberseguridad          sistemas digitales  medidas  seguridad adecuadas  proteger  información personal       poderes públicos promoverán  labor    laespañaquehacemos      ,drets socials
0,  administraciones involucradas    competencias  actuado conforme  interés superior  menor        único   objetivo     fernando grande marlaska     ,accio climatica alimentacio i agenda rural
0,   respeta   ordenamiento jurídico   conjunto       instituciones involucradas    ongs    principio concreto   tutela efectiva   menores  garantizar  interés superior     fernando grande marlaska     ,autopromocio
0,   ceuta  expedientes asignados   menor      valoración  vulnerabilidad   actúa buscando  protección     agrupándolos  volver  formar    entorno familiar  personal     fernando grande marlaska     ,accio climatica alimentacio i agenda rural
0,continuamos  día   entrevista  ministro      fernando grande marlaska          pierdas            13 00h     puedes seguirla  directo      ,presidencia
0, recuperación                        expansión económica  40 años     datos  avalan  gestión        laespañaquehacemos      ,presidencia
0, comunicación   miembros  cuerpo diplomático     afganistán   prioridad  sacarlos  país            colaboradores  trabajaron  españa   familiares      fernando grande marlaska    rne  ,inmigracio
0,       forma respetamos  obedecemos  acatamos  resoluciones judiciales   daremos  días  traslado   alegaciones      fernando grande marlaska    rne    laespañaquehacemos   ,presidencia
0, convención   derechos  niño  1989 establece      riesgo   integridad    vulnerables      derecho    niños  retornar   ámbito familiar  social  cultural     fernando grande marlaska    rne  ,drets socials
0,  resolución judicial  definitiva  acatará       llevamos   meses  dando  protección necesaria  precisa   menores     objetivo principal     fernando grande marlaska    rne    laespañaquehacemos   ,autopromocio
0,  instituciones    beneficio  menor protegiendo  intereses máximos        retornarles   entorno social   familia      tipo  riesgo       fernando grande marlaska    rne    laespañaquehacemos   ,presidencia
0,  actuaciones    realizando  días     beneficio  menor    objeto  coordinación interinstitucional   conforme  acuerdo  2007   reino  marruecos    españa      fernando grande marlaska    rne  ,presidencia
0,  días      comenzamos  martes   entrevista  ministro      fernando grande marlaska     rne          9 00h     puedes seguirla  directo      ,presidencia
0,españa reafirma  compromiso   defensa   derechos humanos    particular  derechos   mujeres afganas   gracias   solidaridad   ccaa  ayuntamientos     ofreciendo  acoger refugiadas  refugiados       ,igualtat i feminismes
0,acció impulsada    junt  món cultural   pressionem ue    fer  canviar actitud  cultura vol dir salvar  vida  retornar futur   perseguits   especial  dones  artistes  periodistes   iniciatives    defineixen   societat   ,interior
0,  visitat llavorsí   guingueta  esterri àneu    pogut veure  actius extraordinaris  matèria  natura  àmbit turístic  cultural   zona    govern seguirà treballant   catalunya sencera   ,presidencia
0,   sabiesque   s acabi any 2021    cat publicarà  noves línies ajudes   ampliació  minimitzar  efectes    covid19    ,educacio
0, justícia europea torna  deixar  evidència  injustícia espanyola   vegada   escòcia   suport   comunitat internacional  imprescindible  culminar   camí    independència    clara   ,presidencia
0,   reunit   hezkuntza sailburua      equip    conseller educació basc  compartit projectes  reptes  iniciem   etapa  cooperació   voluntat aprendre  treballar conjuntament  ,autopromocio
0, següent parada   sort    deixat escrit  llibre honor   pirineu  bressol històric  catalunya  té   futur  treballem col lectivament   administracions   ,salut
0,  començat     visita   dies  pirineu  treballar  reptes   zona    reunir   alcaldes  alcaldesses  veïns  veïnes  copsar  pols  país  establir objectius  govern   fer   pallars   plaer   ,presidencia
0,bona notícia     sentit comú   ,autopromocio
0, jornada  treball    conseller      conseller educació   paisbasc    intercanviar experiències  projectes destacats  matèria educativa   ,empresa i treball
0,  discursos odi entren   institucions   legitima  violència política  carrer     suport alcalde      ,presidencia
0,   5   incendis forestals  causats  burilles   representen  33    hectàrees cremades  catalunya  darrers 10 anys      prova pilot redueix  33   llançament  burilles   tram   carretera b 431 avinyó   ,interior
